camera,imgtype,zoom,exposure,gain,frame,lifter,timestamp,id,plantbarcode,treatment,cartag,measurementlabel,other,image,sample,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,convex_hull_vertices,object_in_frame,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,11,True,25447.0,48967.5,0.519671210496758,1810.814854979515,329,239,2154,34,True,271.17596435546875,194.63499450683594,87.0573501586914,0.6963068025361724
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,12,True,23361.0,47799.0,0.48873407393460117,1626.8468835353851,315,257,2101,25,True,289.6943664550781,190.83042907714844,56.34114074707031,0.7523792384824048
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,13,True,29268.0,60175.0,0.4863813876194433,1722.1261019706726,289,243,2531,28,True,300.8947448730469,231.04168701171875,68.43505859375,0.6406310383310567
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,14,True,26799.0,50970.5,0.5257747128240845,2161.6139657497406,247,295,3160,31,True,295.4225769042969,206.40245056152344,6.184601783752441,0.7154455382275552
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,15,True,30590.0,54727.5,0.5589511671463159,1976.008351802826,278,285,2265,34,True,279.03533935546875,207.10089111328125,137.29495239257812,0.6701750316628957
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,16,True,20403.0,41115.0,0.49624224735497996,1910.8512599468231,222,273,2780,33,True,255.9698944091797,186.76329040527344,164.13795471191406,0.6838422317615529
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,18,True,24425.0,46433.5,0.5260210839157075,1772.385987520218,291,220,1952,29,True,273.32598876953125,194.1250762939453,91.14558410644531,0.7039669034148122
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,19,True,23542.0,48800.5,0.48241309002981525,2154.7041548490524,270,265,1919,28,True,265.7160339355469,196.5026397705078,131.69737243652344,0.6731332687960961
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,20,True,20539.0,39376.0,0.5216121495327103,1753.4609017372131,212,264,2993,31,True,229.3624267578125,185.0353240966797,1.6893117427825928,0.5909096638798542
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,21,True,26791.0,51859.0,0.51661235272566,2039.7635575532913,245,307,3384,30,True,274.3892822265625,203.21926879882812,5.441277503967285,0.6719197816567664
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,22,True,17796.0,33390.5,0.5329659633728157,1457.8346909284592,211,207,1710,31,True,222.80767822265625,160.7647247314453,138.50830078125,0.6923724129908708
10.9.1.29,none,none,none,none,none,none,2019-10-31-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-31-19-05.jpg,23,True,24118.0,41856.0,0.5762136850152905,1723.3981801271439,292,220,2004,34,True,276.55535888671875,179.4781951904297,111.16822052001953,0.7608076317394892
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,0,True,5449.0,7344.5,0.7419157192456941,674.3324590921402,91,125,895,26,True,121.02482604980469,76.03229522705078,19.645790100097656,0.7780218812777108
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,1,True,4063.0,5794.0,0.7012426648256818,608.5997323989868,80,110,1178,22,True,104.38672637939453,68.61458587646484,20.040441513061523,0.7536190786063139
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,2,True,8565.0,13469.0,0.6359046699829237,753.8965303897858,184,117,1242,27,True,158.15135192871094,97.78556060791016,98.50953674316406,0.7859392961149084
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,3,True,5827.0,8814.0,0.6611073292489221,766.7564922571182,146,91,1083,21,True,137.4091339111328,71.62723541259766,64.02540588378906,0.8533919192462444
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,4,True,5033.0,7729.0,0.6511838530210894,482.5168067216873,111,113,1301,23,True,115.90418243408203,91.66314697265625,133.19338989257812,0.612006414972163
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,6,True,5314.0,8040.0,0.6609452736318407,595.6295045614243,148,84,1010,25,True,128.9486541748047,69.27851867675781,88.0302963256836,0.8434188279986777
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,7,True,7339.0,10477.0,0.7004867805669562,886.6659368276596,149,121,1107,26,True,156.2070770263672,75.66687774658203,51.49582290649414,0.8748460366935791
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,8,True,8408.0,12781.0,0.6578514983178155,736.7665876150131,110,186,1916,28,True,170.5254364013672,92.2733383178711,12.592362403869629,0.8409506172728781
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,9,True,9288.0,13892.0,0.668586236682983,834.9087229967117,116,169,1822,28,True,157.82882690429688,105.30142974853516,10.87553596496582,0.744889764482237
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,10,True,3478.0,4888.5,0.7114656847703794,468.4561233520508,107,72,726,24,True,94.49330139160156,59.336177825927734,90.3321762084961,0.7782612907683039
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,11,True,6295.0,9811.5,0.6415940478010498,654.0559107065201,98,147,1122,27,True,142.76075744628906,79.5676498413086,23.493284225463867,0.8302779250847152
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,12,True,6943.0,9765.0,0.7110087045570916,670.3401814699173,123,141,1488,25,True,142.19570922851562,87.4773941040039,144.57034301757812,0.7883787970728323
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,13,True,8278.0,12938.5,0.6397959578003632,902.1408559083939,128,161,1677,24,True,160.37355041503906,97.64599609375,153.7070770263672,0.7932731181673435
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,14,True,7572.0,10625.0,0.7126588235294118,680.7838325500488,132,124,1111,27,True,148.58413696289062,87.09193420410156,127.0279541015625,0.8102057556089616
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,15,True,8973.0,12738.0,0.704427696655676,841.6782749891281,145,139,1199,30,True,158.40191650390625,87.32972717285156,45.99225616455078,0.8342956090996312
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,16,True,5237.0,7300.5,0.7173481268406273,772.8352335691452,121,84,774,27,True,112.65031433105469,77.31647491455078,84.91815948486328,0.727280341752491
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,18,True,5685.0,8680.5,0.6549161914636253,800.732491850853,89,143,1529,25,True,133.65992736816406,81.19990539550781,7.3065409660339355,0.7943110970473443
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,19,True,6426.0,9081.5,0.7075923580906238,667.4112491607666,109,127,1063,26,True,133.88711547851562,73.37894439697266,39.58652114868164,0.836435243758203
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,20,True,5583.0,9640.0,0.579149377593361,760.703619480133,147,100,983,27,True,138.74374389648438,85.13239288330078,101.79585266113281,0.7896213246108117
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,21,True,7664.0,12276.0,0.6243075920495276,798.6660823822021,164,108,1146,27,True,150.13632202148438,93.38426971435547,107.09190368652344,0.7830200061350809
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,22,True,4116.0,5870.0,0.7011925042589437,509.73000979423523,93,103,860,22,True,115.24127197265625,56.31486129760742,40.03944778442383,0.8724691418663069
10.9.1.29,none,none,none,none,none,none,2019-10-26-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-26-19-05.jpg,23,True,7104.0,10140.5,0.7005571717370939,735.3107439279556,91,152,1534,27,True,137.51937866210938,84.38803100585938,174.54710388183594,0.789582322092504
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,0,True,1495.0,1989.5,0.7514450867052023,325.3390842676163,53,57,372,22,True,55.41696548461914,43.844337463378906,28.96771812438965,0.6115940359604178
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,1,True,1374.0,1758.0,0.7815699658703071,287.0825517177582,53,51,359,23,True,51.35326385498047,41.05043411254883,43.19646453857422,0.6008345335844892
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,2,True,3100.0,4234.0,0.7321681624940954,348.04877042770386,86,82,919,24,True,81.87190246582031,61.27450180053711,53.18882751464844,0.6632260072092206
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,3,True,1709.0,1918.5,0.8908001042481105,221.5807341337204,42,62,428,16,True,59.48851776123047,38.98523712158203,170.96383666992188,0.7553335566099367
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,4,True,1840.0,2335.0,0.7880085653104925,345.821515917778,54,53,407,20,True,56.25040054321289,49.825897216796875,118.04849243164062,0.4640912034630467
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,5,True,113.0,105.5,1.0710900473933649,40.14213538169861,13,12,83,12,True,12.229668617248535,10.844943046569824,125.23908996582031,0.46220471040543887
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,6,True,1521.0,1891.0,0.8043363299841354,239.48022890090942,52,58,624,21,True,50.526607513427734,42.898536682128906,21.602581024169922,0.5283468316069155
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,7,True,2337.0,3016.0,0.774867374005305,306.0071402788162,59,75,827,18,True,68.69932556152344,50.81159973144531,4.731922626495361,0.6730214342759989
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,8,True,2788.0,3691.5,0.7552485439523229,388.67618703842163,73,79,870,21,True,69.3449478149414,60.86863708496094,1.0826085805892944,0.47908961461598004
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,9,True,2946.0,4118.5,0.7153089717130023,421.1614682674408,89,73,616,20,True,75.30066680908203,62.15190124511719,80.39984130859375,0.564572991537849
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,10,True,973.0,1087.5,0.894712643678161,147.88224983215332,35,48,514,18,True,43.634544372558594,29.521268844604492,14.722283363342285,0.7363900060370154
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,11,True,1848.0,2199.5,0.8401909524892021,249.722869515419,63,51,502,22,True,62.934391021728516,42.09199142456055,120.49323272705078,0.7434213483458155
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,12,True,2172.0,2601.5,0.8349029406111859,297.8650048971176,54,60,438,25,True,60.612728118896484,51.67795181274414,175.7422637939453,0.5225764882681729
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,13,True,2674.0,3461.5,0.7724974721941354,335.3208485841751,78,66,557,21,True,68.33505249023438,59.46049880981445,84.74457550048828,0.4928191733671144
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,14,True,2512.0,3355.0,0.7487332339791356,396.3919162750244,61,65,819,22,True,63.08070373535156,61.03371810913086,61.920352935791016,0.2526806533154086
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,15,True,2837.0,4136.0,0.6859284332688588,445.78888487815857,68,71,609,20,True,72.97075653076172,65.8857421875,129.20303344726562,0.4298378182265502
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,16,True,1656.0,2150.5,0.7700534759358288,265.0365778207779,50,60,699,18,True,55.8776741027832,45.424652099609375,27.94880485534668,0.5823610507681565
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,18,True,2116.0,2710.5,0.7806677734735289,312.83556735515594,64,59,469,19,True,57.817420959472656,54.438751220703125,83.6028060913086,0.33683659633036106
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,19,True,2217.0,2947.5,0.7521628498727735,326.4924215078354,62,62,479,18,True,62.54076385498047,57.753883361816406,96.23797607421875,0.38369510857617206
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,20,True,1716.0,2087.5,0.8220359281437126,257.9655101299286,56,56,408,20,True,53.40282440185547,45.62984848022461,128.31361389160156,0.5195396347535854
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,21,True,2492.0,3497.0,0.7126108092650844,429.09142792224884,64,76,840,20,True,72.8279037475586,59.92877197265625,164.0981903076172,0.5682122791403481
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,22,True,1267.0,1427.0,0.8878766643307638,172.02438521385193,43,48,586,22,True,52.91848373413086,32.05382537841797,134.00830078125,0.7956772798036255
10.9.1.29,none,none,none,none,none,none,2019-10-22-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-22-19-05.jpg,23,True,2423.0,3480.0,0.6962643678160919,362.19090580940247,77,74,502,20,True,66.9958724975586,61.67609405517578,118.14368438720703,0.3905176745347609
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,0,True,9137.0,15439.0,0.5918129412526718,1098.8772968053818,172,143,1232,27,True,170.6992645263672,103.65869903564453,52.83289337158203,0.7945037837913604
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,1,True,5412.0,6989.0,0.7743597081127486,652.9165571928024,102,107,701,27,True,96.50347137451172,94.17200469970703,132.51031494140625,0.2184837241532849
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,2,True,15259.0,27882.0,0.5472706405566315,1220.9991235733032,209,213,2256,23,True,193.43756103515625,170.649169921875,171.0122528076172,0.47088889686437907
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,3,True,9807.0,16519.0,0.5936800048429082,1127.1729726791382,206,121,1401,27,True,185.0446014404297,106.71261596679688,84.31846618652344,0.8169659425391178
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,4,True,9843.0,17729.0,0.5551920582097128,936.991983294487,146,169,1983,25,True,161.128662109375,131.7158966064453,178.4486846923828,0.5759883622169498
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,6,True,9871.0,16876.0,0.584913486608201,950.2640614509583,188,146,1204,29,True,176.61285400390625,118.08818817138672,109.1780014038086,0.7435976327296809
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,7,True,12682.0,22525.0,0.5630188679245283,1374.8378238677979,212,140,1600,29,True,204.3336639404297,126.02096557617188,74.2186508178711,0.7871660779154316
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,8,True,14647.0,24499.0,0.597861137189273,1153.7442903518677,182,221,2359,27,True,206.3394012451172,154.26467895507812,28.93019676208496,0.6641201136007581
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,9,True,16065.0,29009.0,0.5537936502464752,1253.626540184021,207,208,1507,26,True,213.8225860595703,157.0354766845703,152.15589904785156,0.6786958069844105
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,10,True,6229.0,9213.5,0.6760731535247192,754.5903577804565,154,96,1032,23,True,133.1883544921875,79.7745361328125,93.84671020507812,0.800778723926438
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,11,True,10832.0,19001.5,0.5700602584006526,1023.3178842067719,178,185,1264,32,True,193.19931030273438,125.17430877685547,41.53155517578125,0.7617233092809592
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,12,True,12224.0,20115.0,0.6077056922694507,1051.1757488250732,189,170,1935,27,True,185.11245727539062,124.77949523925781,116.33416748046875,0.7386638188820744
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,13,True,14548.0,25965.0,0.5602927017138456,1164.714852809906,180,197,2195,31,True,199.55697631835938,155.5928497314453,6.188272953033447,0.6261640258719793
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,14,True,12891.0,22310.5,0.5777996907285807,1307.4378944635391,199,161,1365,25,True,186.46441650390625,146.24200439453125,91.32807922363281,0.6203955590943702
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,15,True,15891.0,27042.5,0.5876305814920958,1097.9869309663773,181,202,1518,33,True,190.0816650390625,170.44461059570312,16.810836791992188,0.4426560513308177
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,16,True,9429.0,16838.0,0.5599833709466683,1084.0957735776901,168,155,1167,29,True,171.51968383789062,112.77752685546875,122.70098876953125,0.7534375773987836
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,18,True,11002.0,18790.0,0.585524215007983,1226.675728917122,160,186,2050,30,True,188.23977661132812,116.3388900756836,153.64483642578125,0.7861500826948435
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,19,True,10948.0,18667.5,0.586473818133119,1110.6732226610184,184,151,1356,25,True,178.36163330078125,121.05772399902344,65.98149108886719,0.7343965392782463
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,20,True,9840.0,19036.0,0.5169153183441899,1083.907802939415,184,165,1859,29,True,172.4960174560547,137.17123413085938,84.04095458984375,0.6063289720208932
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,21,True,13697.0,24564.5,0.5575932748478495,1404.9836782217026,198,190,1404,31,True,190.7279815673828,153.92935180664062,72.79524230957031,0.5904663772765822
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,22,True,7488.0,12496.0,0.5992317541613317,760.4234417676926,132,122,1088,28,True,139.23060607910156,107.9880599975586,52.23130416870117,0.631217637240752
10.9.1.29,none,none,none,none,none,none,2019-10-28-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-28-19-05.jpg,23,True,11769.0,19634.5,0.5994041101123023,1312.4373798370361,169,174,1195,31,True,162.66604614257812,131.4345245361328,36.43130111694336,0.5891794556922195
